Specification,Closure,ExpectedUtilityPct,PopulationPct,GDPPct,TotalLandRentPct,ImmediateCommuteTimeChangePct,PostRelocationCommuteTimeChangePct,TotalCommuterMinutesChangePct,Converged,Iterations
with_spillovers,closed,1.0131671082943994,0.0,0.8973225515342298,0.8973225579444799,-2.7693041658628625,0.642163302937715,0.642163302937715,True,543
with_spillovers,open,-3.2270511818310865e-07,5.406531037911333,5.632425603906466,5.632425481576697,-2.7693041658628625,0.6421633147929207,6.083413111632607,True,543
with_spillovers,fixed_distribution,0.9773415295504684,0.0,0.18377860103813148,0.0,-2.7693041658628625,-2.7693041658628625,-2.7693041658628514,True,0
no_spillovers,closed,0.902040068601706,0.0,0.4053320577685815,0.40533206001143185,-2.7693041658628625,-0.18617044601056953,-0.18617044601055843,True,415
no_spillovers,open,-5.3989812620613975e-09,2.2703795062723575,2.2248944500093293,2.224894450217252,-2.7693041658628625,-0.18617044615915068,2.079982284456894,True,415
no_spillovers,fixed_distribution,0.7989713997245795,0.0,0.0,0.0,-2.7693041658628625,-2.7693041658628625,-2.7693041658628514,True,0
