commuting_log_change,productivity_wage_log_change,amenity_log_change,total_log_change,commuting_pct,productivity_wage_pct,amenity_pct,total_pct
0.007957965229300226,0.0016793197001823794,8.867946383425384e-05,0.009725964393316858,0.7989713997245773,0.16807305471539274,0.008868339597413928,0.9773415295504795
